 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
   0.1600000000E+003   0.1520000000E+003   0.5835066319E+001   0.3271705627E+002   0.1502914524E+002   0.2573634624E+001   0.5560386276E+002
   0.1600000000E+003   0.1540000000E+003   0.5860231400E+001   0.4941424942E+002   0.1519549942E+002   0.3850229025E+001   0.5580656052E+002
   0.1600000000E+003   0.1560000000E+003   0.6377753258E+001   0.6320207596E+002   0.1544028282E+002   0.6705964088E+001   0.5631491852E+002
   0.1600000000E+003   0.1580000000E+003   0.7113899708E+001   0.7272915649E+002   0.1584891033E+002   0.1092764378E+002   0.5709749603E+002
   0.1600000000E+003   0.1600000000E+003   0.7824264050E+001   0.7878598785E+002   0.1650931740E+002   0.1609616089E+002   0.5810472107E+002
   0.1600000000E+003   0.1620000000E+003   0.8348451614E+001   0.8249840546E+002   0.1747994232E+002   0.2164970589E+002   0.5927579498E+002
   0.1600000000E+003   0.1640000000E+003   0.8593569756E+001   0.8470867920E+002   0.1876445198E+002   0.2703156662E+002   0.6054331970E+002
   0.1600000000E+003   0.1660000000E+003   0.8513309479E+001   0.8596709442E+002   0.2030580521E+002   0.3183501625E+002   0.6183740616E+002
   0.1600000000E+003   0.1680000000E+003   0.8093853951E+001   0.8662710571E+002   0.2200102234E+002   0.3585777664E+002   0.6309109497E+002
   0.1600000000E+003   0.1700000000E+003   0.7345628738E+001   0.8692008209E+002   0.2372342300E+002   0.3906390381E+002   0.6424478149E+002
   0.1600000000E+003   0.1720000000E+003   0.6297667503E+001   0.8700145721E+002   0.2534302330E+002   0.4151331329E+002   0.6524925995E+002
   0.1600000000E+003   0.1740000000E+003   0.4993200302E+001   0.8697671509E+002   0.2674065208E+002   0.4330083466E+002   0.6606642914E+002
   0.1600000000E+003   0.1760000000E+003   0.3486359358E+001   0.8691425323E+002   0.2781648445E+002   0.4451945877E+002   0.6666844177E+002
   0.1600000000E+003   0.1780000000E+003   0.1839002848E+001   0.8683931732E+002   0.2849640465E+002   0.4524194717E+002   0.6703711700E+002
   0.1600000000E+003   0.1800000000E+003   0.1180910692E+000   0.8547887421E+002   0.2873446274E+002   0.4551360703E+002   0.6716210938E+002
   0.1620000000E+003   0.0000000000E+000   0.2387325615E+000   0.3285854721E+002   0.2618846703E+002   0.4987797928E+002   0.6530721283E+002
   0.1620000000E+003   0.2000000000E+001   0.1835334420E+001   0.8024752808E+002   0.2600757408E+002   0.4959927750E+002   0.6521743011E+002
   0.1620000000E+003   0.4000000000E+001   0.3696130514E+001   0.8368768311E+002   0.2550212860E+002   0.4875351715E+002   0.6498312378E+002
   0.1620000000E+003   0.6000000000E+001   0.5414090157E+001   0.8500478363E+002   0.2471061707E+002   0.4730906296E+002   0.6461354065E+002
   0.1620000000E+003   0.8000000000E+001   0.6920703411E+001   0.8594937134E+002   0.2369436073E+002   0.4521967697E+002   0.6412341309E+002
   0.1620000000E+003   0.1000000000E+002   0.8160338402E+001   0.8691040802E+002   0.2253446198E+002   0.4243817520E+002   0.6353313828E+002
   0.1620000000E+003   0.1200000000E+002   0.9091674805E+001   0.8808341217E+002   0.2132521820E+002   0.3893772888E+002   0.6286786652E+002
   0.1620000000E+003   0.1400000000E+002   0.9690905571E+001   0.8963935089E+002   0.2016494942E+002   0.3474578476E+002   0.6215684891E+002
   0.1620000000E+003   0.1600000000E+002   0.9955412865E+001   0.8822187805E+002   0.1914309502E+002   0.2998233604E+002   0.6143259048E+002
   0.1620000000E+003   0.1800000000E+002   0.9908082008E+001   0.8524013519E+002   0.1832523918E+002   0.2488617706E+002   0.6073008728E+002
   0.1620000000E+003   0.2000000000E+002   0.9602168083E+001   0.8107118225E+002   0.1773926353E+002   0.1980236626E+002   0.6008525848E+002
   0.1620000000E+003   0.2200000000E+002   0.9127388954E+001   0.7528927612E+002   0.1737158775E+002   0.1511817455E+002   0.5953454590E+002
   0.1620000000E+003   0.2400000000E+002   0.8614741325E+001   0.6747297668E+002   0.1717374992E+002   0.1117640305E+002   0.5911206818E+002
   0.1620000000E+003   0.2600000000E+002   0.8231279373E+001   0.5748552322E+002   0.1707961655E+002   0.8208421707E+001   0.5884622955E+002
   0.1620000000E+003   0.2800000000E+002   0.8146698952E+001   0.4593461990E+002   0.1702381325E+002   0.6315941334E+001   0.5875433350E+002
   0.1620000000E+003   0.3000000000E+002   0.8465391159E+001   0.3431830978E+002   0.1695446968E+002   0.5490216732E+001   0.5883647919E+002
   0.1620000000E+003   0.3200000000E+002   0.9172909737E+001   0.2428309250E+002   0.1683963966E+002   0.5642302990E+001   0.5907310104E+002
   0.1620000000E+003   0.3400000000E+002   0.1015747261E+002   0.1670482445E+002   0.1666568184E+002   0.6628296852E+001   0.5942587280E+002
   0.1620000000E+003   0.3600000000E+002   0.1127694893E+002   0.1161317825E+002   0.1643244553E+002   0.8264381409E+001   0.5984426880E+002
   0.1620000000E+003   0.3800000000E+002   0.1240709305E+002   0.8638750076E+001   0.1614575768E+002   0.1033686829E+002   0.6027365875E+002
   0.1620000000E+003   0.4000000000E+002   0.1345812416E+002   0.7355093956E+001   0.1581189060E+002   0.1261068439E+002   0.6066425705E+002
   0.1620000000E+003   0.4200000000E+002   0.1437484169E+002   0.7404352665E+001   0.1543250561E+002   0.1484212875E+002   0.6097621155E+002
   0.1620000000E+003   0.4400000000E+002   0.1513144588E+002   0.8511014938E+001   0.1500526524E+002   0.1679177284E+002   0.6118358612E+002
   0.1620000000E+003   0.4600000000E+002   0.1572624969E+002   0.1046104145E+002   0.1452580166E+002   0.1823726654E+002   0.6127553940E+002
   0.1620000000E+003   0.4800000000E+002   0.1617472458E+002   0.1307670116E+002   0.1399259472E+002   0.1898285484E+002   0.6125589752E+002
   0.1620000000E+003   0.5000000000E+002   0.1650333214E+002   0.1619638443E+002   0.1341170788E+002   0.1886569214E+002   0.6114199829E+002
   0.1620000000E+003   0.5200000000E+002   0.1674320030E+002   0.1966188049E+002   0.1280038834E+002   0.1776314735E+002   0.6096240616E+002
   0.1620000000E+003   0.5400000000E+002   0.1692453766E+002   0.2331303978E+002   0.1218650150E+002   0.1560801411E+002   0.6075233078E+002
   0.1620000000E+003   0.5600000000E+002   0.1707208061E+002   0.2699121284E+002   0.1160598755E+002   0.1241065025E+002   0.6054802704E+002
   0.1620000000E+003   0.5800000000E+002   0.1720375633E+002   0.3054553604E+002   0.1109424782E+002   0.8287999153E+001   0.6037994003E+002
   0.1620000000E+003   0.6000000000E+002   0.1732943344E+002   0.3384483337E+002   0.1067695999E+002   0.3476561546E+001   0.6026606750E+002
   0.1620000000E+003   0.6200000000E+002   0.1745391273E+002   0.3678499222E+002   0.1035983849E+002   0.1689658046E+001   0.6020939255E+002
   0.1620000000E+003   0.6400000000E+002   0.1757830620E+002   0.3929436111E+002   0.1012519264E+002   0.6845088959E+001   0.6019848633E+002
   0.1620000000E+003   0.6600000000E+002   0.1770258904E+002   0.4133572769E+002   0.9934179306E+001   0.1167408752E+002   0.6021192169E+002
   0.1620000000E+003   0.6800000000E+002   0.1782709312E+002   0.4290526962E+002   0.9736522675E+001   0.1596628952E+002   0.6022491074E+002
   0.1620000000E+003   0.7000000000E+002   0.1795321465E+002   0.4402596283E+002   0.9480578423E+001   0.1962756920E+002   0.6021506882E+002
   0.1620000000E+003   0.7200000000E+002   0.1808268738E+002   0.4474470901E+002   0.9122392654E+001   0.2265441895E+002   0.6016648865E+002
   0.1620000000E+003   0.7400000000E+002   0.1821685791E+002   0.4512399673E+002   0.8629922867E+001   0.2510068893E+002   0.6007164383E+002
   0.1620000000E+003   0.7600000000E+002   0.1835538101E+002   0.4523664093E+002   0.7984803677E+001   0.2704714394E+002   0.5993156052E+002
   0.1620000000E+003   0.7800000000E+002   0.1849576950E+002   0.4515896606E+002   0.7181678295E+001   0.2858323097E+002   0.5975513077E+002
   0.1620000000E+003   0.8000000000E+002   0.1863296890E+002   0.4496427536E+002   0.6226167202E+001   0.2980057526E+002   0.5955714798E+002
   0.1620000000E+003   0.8200000000E+002   0.1875976944E+002   0.4471844864E+002   0.5133001804E+001   0.3079456139E+002   0.5935625458E+002
   0.1620000000E+003   0.8400000000E+002   0.1886791420E+002   0.4447703171E+002   0.3923414469E+001   0.3168673325E+002   0.5917256165E+002
   0.1620000000E+003   0.8600000000E+002   0.1894895554E+002   0.4428326797E+002   0.2623707056E+001   0.3272737503E+002   0.5902487946E+002
   0.1620000000E+003   0.8800000000E+002   0.1899600029E+002   0.4416755295E+002   0.1263958693E+001   0.3506753540E+002   0.5892874146E+002
   0.1620000000E+003   0.9000000000E+002   0.1900435448E+002   0.4414834213E+002   0.1585194916E+000   0.3397000313E+001   0.5889405823E+002
   0.1620000000E+003   0.9200000000E+002   0.1897246552E+002   0.4423184967E+002   0.1522837996E+001   0.2764736938E+002   0.5892399216E+002
   0.1620000000E+003   0.9400000000E+002   0.1890222549E+002   0.4441181946E+002   0.2877221107E+001   0.2903744125E+002   0.5901464844E+002
   0.1620000000E+003   0.9600000000E+002   0.1879829979E+002   0.4467118835E+002   0.4167537212E+001   0.2922453499E+002   0.5915512848E+002
   0.1620000000E+003   0.9800000000E+002   0.1866796112E+002   0.4497835541E+002   0.5364173412E+001   0.2893709946E+002   0.5932953644E+002
   0.1620000000E+003   0.1000000000E+003   0.1851926231E+002   0.4528974152E+002   0.6441225529E+001   0.2829433060E+002   0.5951820374E+002
   0.1620000000E+003   0.1020000000E+003   0.1836042023E+002   0.4554870987E+002   0.7377901554E+001   0.2729501915E+002   0.5970083618E+002
   0.1620000000E+003   0.1040000000E+003   0.1819806290E+002   0.4568689346E+002   0.8160091400E+001   0.2589457893E+002   0.5985840225E+002
   0.1620000000E+003   0.1060000000E+003   0.1803656578E+002   0.4562848663E+002   0.8783086777E+001   0.2402530670E+002   0.5997596359E+002
   0.1620000000E+003   0.1080000000E+003   0.1787770462E+002   0.4529417419E+002   0.9253306389E+001   0.2161002541E+002   0.6004469299E+002
   0.1620000000E+003   0.1100000000E+003   0.1772098541E+002   0.4460730362E+002   0.9590566635E+001   0.1857455063E+002   0.6006383514E+002
   0.1620000000E+003   0.1120000000E+003   0.1756455231E+002   0.4350088501E+002   0.9828321457E+001   0.1487178230E+002   0.6004157257E+002
   0.1620000000E+003   0.1140000000E+003   0.1740653229E+002   0.4192315674E+002   0.1001222324E+002   0.1051201916E+002   0.5999512100E+002
   0.1620000000E+003   0.1160000000E+003   0.1724588203E+002   0.3984609222E+002   0.1019490051E+002   0.5600585461E+001   0.5994850159E+002
   0.1620000000E+003   0.1180000000E+003   0.1708334923E+002   0.3726950073E+002   0.1042702389E+002   0.3618899882E+000   0.5992872620E+002
   0.1620000000E+003   0.1200000000E+003   0.1692061234E+002   0.3422773361E+002   0.1074606609E+002   0.4874042511E+001   0.5995917511E+002
   0.1620000000E+003   0.1220000000E+003   0.1675904465E+002   0.3079114532E+002   0.1116755104E+002   0.9731398582E+001   0.6005317688E+002
   0.1620000000E+003   0.1240000000E+003   0.1659680557E+002   0.2706696129E+002   0.1168235302E+002   0.1387377739E+002   0.6020856857E+002
   0.1620000000E+003   0.1260000000E+003   0.1642630005E+002   0.2319349289E+002   0.1226174641E+002   0.1706762505E+002   0.6040668488E+002
   0.1620000000E+003   0.1280000000E+003   0.1623188019E+002   0.1933147812E+002   0.1286774349E+002   0.1920127296E+002   0.6061579895E+002
   0.1620000000E+003   0.1300000000E+003   0.1598950195E+002   0.1565178299E+002   0.1346309948E+002   0.2026785660E+002   0.6079748154E+002
   0.1620000000E+003   0.1320000000E+003   0.1566894627E+002   0.1232610989E+002   0.1401957607E+002   0.2033545113E+002   0.6091455460E+002
   0.1620000000E+003   0.1340000000E+003   0.1523785591E+002   0.9522910118E+001   0.1452103806E+002   0.1952533722E+002   0.6093688965E+002
   0.1620000000E+003   0.1360000000E+003   0.1466749954E+002   0.7411902905E+001   0.1496340561E+002   0.1799800491E+002   0.6084588623E+002
   0.1620000000E+003   0.1380000000E+003   0.1394000149E+002   0.6177510262E+001   0.1535116577E+002   0.1594810200E+002   0.6063743210E+002
   0.1620000000E+003   0.1400000000E+003   0.1305475044E+002   0.6040810585E+001   0.1569195652E+002   0.1359982777E+002   0.6032279968E+002
   0.1620000000E+003   0.1420000000E+003   0.1203560448E+002   0.7287689209E+001   0.1599139977E+002   0.1119815445E+002   0.5992915344E+002
   0.1620000000E+003   0.1440000000E+003   0.1093691635E+002   0.1029228020E+002   0.1625016594E+002   0.8995308876E+001   0.5949819565E+002
   0.1620000000E+003   0.1460000000E+003   0.9849453926E+001   0.1550366020E+002   0.1646375084E+002   0.7236278057E+001   0.5908264542E+002
   0.1620000000E+003   0.1480000000E+003   0.8900614738E+001   0.2330815506E+002   0.1662671471E+002   0.6144416809E+001   0.5873999023E+002
   0.1620000000E+003   0.1500000000E+003   0.8237399101E+001   0.3365168762E+002   0.1673900414E+002   0.5910681248E+001   0.5852342987E+002
   0.1620000000E+003   0.1520000000E+003   0.7974246025E+001   0.4555625153E+002   0.1681355858E+002   0.6683238983E+001   0.5847260284E+002
   0.1620000000E+003   0.1540000000E+003   0.8121828079E+001   0.5725341797E+002   0.1688152504E+002   0.8551445961E+001   0.5860643768E+002
   0.1620000000E+003   0.1560000000E+003   0.8568024635E+001   0.6722022247E+002   0.1699401283E+002   0.1152065945E+002   0.5892217255E+002
   0.1620000000E+003   0.1580000000E+003   0.9138103485E+001   0.7491158295E+002   0.1721598625E+002   0.1548151398E+002   0.5939895248E+002
   0.1620000000E+003   0.1600000000E+003   0.9663702965E+001   0.8052932739E+002   0.1761306763E+002   0.2019208527E+002   0.6000442505E+002
   0.1620000000E+003   0.1620000000E+003   0.1001454067E+002   0.8452736664E+002   0.1823228645E+002   0.2529998779E+002   0.6070061111E+002
   0.1620000000E+003   0.1640000000E+003   0.1010168839E+002   0.8733825684E+002   0.1908585548E+002   0.3041168594E+002   0.6144858932E+002
   0.1620000000E+003   0.1660000000E+003   0.9872217178E+001   0.8929864502E+002   0.2014371300E+002   0.3518180847E+002   0.6221046829E+002
   0.1620000000E+003   0.1680000000E+003   0.9303311348E+001   0.8934889221E+002   0.2133877373E+002   0.3937540436E+002   0.6295072174E+002
   0.1620000000E+003   0.1700000000E+003   0.8397300720E+001   0.8843527985E+002   0.2258015060E+002   0.4287677765E+002   0.6363679504E+002
   0.1620000000E+003   0.1720000000E+003   0.7177463531E+001   0.8784788513E+002   0.2376863289E+002   0.4566305923E+002   0.6423999786E+002
   0.1620000000E+003   0.1740000000E+003   0.5684669971E+001   0.8752355194E+002   0.2480924225E+002   0.4776358795E+002   0.6473603821E+002
   0.1620000000E+003   0.1760000000E+003   0.3973671198E+001   0.8746883392E+002   0.2562054062E+002   0.4922636795E+002   0.6510559082E+002
   0.1620000000E+003   0.1780000000E+003   0.2109808207E+001   0.8794977570E+002   0.2614075851E+002   0.5009746552E+002   0.6533484650E+002
   0.1620000000E+003   0.1800000000E+003   0.1715981066E+000   0.7673947144E+002   0.2633126831E+002   0.5040777588E+002   0.6541556549E+002
   0.1640000000E+003   0.0000000000E+000   0.2965654433E+000   0.3603660583E+002   0.2346220779E+002   0.5367579269E+002   0.6310941696E+002
   0.1640000000E+003   0.2000000000E+001   0.1607097864E+001   0.7787975311E+002   0.2334100533E+002   0.5337801743E+002   0.6305152893E+002
   0.1640000000E+003   0.4000000000E+001   0.3282183170E+001   0.8280837250E+002   0.2300287819E+002   0.5250464630E+002   0.6291393280E+002
   0.1640000000E+003   0.6000000000E+001   0.4840990067E+001   0.8480889893E+002   0.2247553825E+002   0.5104269791E+002   0.6270203400E+002
   0.1640000000E+003   0.8000000000E+001   0.6224759102E+001   0.8634046936E+002   0.2180234337E+002   0.4897800827E+002   0.6242398071E+002
   0.1640000000E+003   0.1000000000E+002   0.7389180183E+001   0.8791628265E+002   0.2103971672E+002   0.4630609131E+002   0.6209132767E+002
   0.1640000000E+003   0.1200000000E+002   0.8303901672E+001   0.8976600647E+002   0.2025130081E+002   0.4304914093E+002   0.6171846390E+002
   0.1640000000E+003   0.1400000000E+002   0.8955318451E+001   0.8793746185E+002   0.1950100708E+002   0.3927403641E+002   0.6132284546E+002
   0.1640000000E+003   0.1600000000E+002   0.9348943710E+001   0.8501987457E+002   0.1884488106E+002   0.3510900497E+002   0.6092513657E+002
   0.1640000000E+003   0.1800000000E+002   0.9512631416E+001   0.8128768921E+002   0.1832177925E+002   0.3074737549E+002   0.6054856873E+002
   0.1640000000E+003   0.2000000000E+002   0.9498102188E+001   0.7653462982E+002   0.1794760132E+002   0.2642776871E+002   0.6021824646E+002
   0.1640000000E+003   0.2200000000E+002   0.9382285118E+001   0.7058213043E+002   0.1771352577E+002   0.2239821434E+002   0.5995945358E+002
   0.1640000000E+003   0.2400000000E+002   0.9263072968E+001   0.6336956024E+002   0.1759040260E+002   0.1887127304E+002   0.5979459763E+002
   0.1640000000E+003   0.2600000000E+002   0.9247111320E+001   0.5508856964E+002   0.1753722572E+002   0.1599296379E+002   0.5973970795E+002
   0.1640000000E+003   0.2800000000E+002   0.9426048279E+001   0.4627160645E+002   0.1751068878E+002   0.1383173752E+002   0.5980086899E+002
   0.1640000000E+003   0.3000000000E+002   0.9849045753E+001   0.3769777298E+002   0.1747231674E+002   0.1238678455E+002   0.5997161865E+002
   0.1640000000E+003   0.3200000000E+002   0.1050843430E+002   0.3010508728E+002   0.1739289665E+002   0.1160247707E+002   0.6023302460E+002
   0.1640000000E+003   0.3400000000E+002   0.1135020351E+002   0.2393860817E+002   0.1725376129E+002   0.1138431454E+002   0.6055657959E+002
   0.1640000000E+003   0.3600000000E+002   0.1229823971E+002   0.1931233025E+002   0.1704480362E+002   0.1161153030E+002   0.6090793991E+002
   0.1640000000E+003   0.3800000000E+002   0.1327611828E+002   0.1612405968E+002   0.1676312447E+002   0.1214509583E+002   0.6125247192E+002
   0.1640000000E+003   0.4000000000E+002   0.1422013950E+002   0.1418074322E+002   0.1640969086E+002   0.1283458424E+002   0.6155898666E+002
   0.1640000000E+003   0.4200000000E+002   0.1508331394E+002   0.1327622128E+002   0.1598787212E+002   0.1352374935E+002   0.6180261612E+002
   0.1640000000E+003   0.4400000000E+002   0.1583645535E+002   0.1322198868E+002   0.1550261402E+002   0.1405554676E+002   0.6196697235E+002
   0.1640000000E+003   0.4600000000E+002   0.1646511650E+002   0.1385454559E+002   0.1496063042E+002   0.1427802944E+002   0.6204397202E+002
   0.1640000000E+003   0.4800000000E+002   0.1696767426E+002   0.1503127384E+002   0.1437155724E+002   0.1404953861E+002   0.6203433228E+002
   0.1640000000E+003   0.5000000000E+002   0.1735123634E+002   0.1662478447E+002   0.1374902058E+002   0.1324581337E+002   0.6194611359E+002
   0.1640000000E+003   0.5200000000E+002   0.1762865829E+002   0.1851755524E+002   0.1311140060E+002   0.1176824570E+002   0.6179351044E+002
   0.1640000000E+003   0.5400000000E+002   0.1781564903E+002   0.2059886932E+002   0.1248134995E+002   0.9556507111E+001   0.6159478760E+002
   0.1640000000E+003   0.5600000000E+002   0.1792820740E+002   0.2276429558E+002   0.1188342094E+002   0.6603818893E+001   0.6136941528E+002
   0.1640000000E+003   0.5800000000E+002   0.1798093605E+002   0.2491719627E+002   0.1134030437E+002   0.2972466946E+001   0.6113497925E+002
   0.1640000000E+003   0.6000000000E+002   0.1798647118E+002   0.2697064400E+002   0.1086738396E+002   0.1198438764E+001   0.6090434647E+002
   0.1640000000E+003   0.6200000000E+002   0.1795517159E+002   0.2885104179E+002   0.1046797562E+002   0.5702972889E+001   0.6068348312E+002
   0.1640000000E+003   0.6400000000E+002   0.1789595222E+002   0.3050078773E+002   0.1013047218E+002   0.1030027103E+002   0.6047115707E+002
   0.1640000000E+003   0.6600000000E+002   0.1781612396E+002   0.3188041496E+002   0.9829265594E+001   0.1475813293E+002   0.6025935364E+002
   0.1640000000E+003   0.6800000000E+002   0.1772272110E+002   0.3296897125E+002   0.9528998375E+001   0.1889265823E+002   0.6003631592E+002
   0.1640000000E+003   0.7000000000E+002   0.1762231827E+002   0.3376440430E+002   0.9190690994E+001   0.2258755493E+002   0.5978923798E+002
   0.1640000000E+003   0.7200000000E+002   0.1752108002E+002   0.3428218079E+002   0.8777748108E+001   0.2579159737E+002   0.5950739288E+002
   0.1640000000E+003   0.7400000000E+002   0.1742455101E+002   0.3455319977E+002   0.8260266304E+001   0.2850463867E+002   0.5918482208E+002
   0.1640000000E+003   0.7600000000E+002   0.1733701515E+002   0.3462022781E+002   0.7617946625E+001   0.3075735474E+002   0.5882221985E+002
   0.1640000000E+003   0.7800000000E+002   0.1726157188E+002   0.3453404617E+002   0.6840605736E+001   0.3259794617E+002   0.5842835999E+002
   0.1640000000E+003   0.8000000000E+002   0.1719940948E+002   0.3434947205E+002   0.5928103924E+001   0.3408090973E+002   0.5802003860E+002
   0.1640000000E+003   0.8200000000E+002   0.1715042496E+002   0.3412033844E+002   0.4889413357E+001   0.3526396942E+002   0.5762187958E+002
   0.1640000000E+003   0.8400000000E+002   0.1711310387E+002   0.3389653778E+002   0.3741073608E+001   0.3621565628E+002   0.5726371765E+002
   0.1640000000E+003   0.8600000000E+002   0.1708526421E+002   0.3371957779E+002   0.2505846739E+001   0.3705480194E+002   0.5697715759E+002
   0.1640000000E+003   0.8800000000E+002   0.1706506348E+002   0.3362022400E+002   0.1211104751E+001   0.3828139877E+002   0.5679090500E+002
   0.1640000000E+003   0.9000000000E+002   0.1705100822E+002   0.3361740112E+002   0.1197546422E+000   0.1870697212E+002   0.5672467804E+002
   0.1640000000E+003   0.9200000000E+002   0.1704258728E+002   0.3371731567E+002   0.1436673164E+001   0.3505257797E+002   0.5678512192E+002
   0.1640000000E+003   0.9400000000E+002   0.1704045677E+002   0.3391268539E+002   0.2724853039E+001   0.3540702820E+002   0.5696428680E+002
   0.1640000000E+003   0.9600000000E+002   0.1704617691E+002   0.3418271255E+002   0.3949293852E+001   0.3506773758E+002   0.5724137878E+002
   0.1640000000E+003   0.9800000000E+002   0.1706169128E+002   0.3449483871E+002   0.5082948208E+001   0.3434471893E+002   0.5758705139E+002
   0.1640000000E+003   0.1000000000E+003   0.1708904266E+002   0.3480555344E+002   0.6103592873E+001   0.3327626419E+002   0.5796936417E+002
   0.1640000000E+003   0.1020000000E+003   0.1712924957E+002   0.3506346512E+002   0.6995296955E+001   0.3184535789E+002   0.5835820007E+002
   0.1640000000E+003   0.1040000000E+003   0.1718230247E+002   0.3521167374E+002   0.7750010014E+001   0.3001477623E+002   0.5872946167E+002
   0.1640000000E+003   0.1060000000E+003   0.1724631500E+002   0.3519374084E+002   0.8368919373E+001   0.2773924255E+002   0.5906652832E+002
   0.1640000000E+003   0.1080000000E+003   0.1731811905E+002   0.3495597076E+002   0.8863345146E+001   0.2497559929E+002   0.5936153030E+002
   0.1640000000E+003   0.1100000000E+003   0.1739277649E+002   0.3445371628E+002   0.9255189896E+001   0.2169666672E+002   0.5961436462E+002
   0.1640000000E+003   0.1120000000E+003   0.1746480751E+002   0.3365410995E+002   0.9575566292E+001   0.1790698242E+002   0.5983208084E+002
   0.1640000000E+003   0.1140000000E+003   0.1752815247E+002   0.3254061508E+002   0.9862396240E+001   0.1366514397E+002   0.6002658844E+002
   0.1640000000E+003   0.1160000000E+003   0.1757685280E+002   0.3111433029E+002   0.1015524578E+002   0.9097699165E+001   0.6021205139E+002
   0.1640000000E+003   0.1180000000E+003   0.1760496140E+002   0.2939567566E+002   0.1048933887E+002   0.4400658131E+001   0.6040161514E+002
   0.1640000000E+003   0.1200000000E+003   0.1760634422E+002   0.2742518806E+002   0.1088907433E+002   0.1828402281E+000   0.6060419464E+002
   0.1640000000E+003   0.1220000000E+003   0.1757357407E+002   0.2526325798E+002   0.1136408806E+002   0.4404474258E+001   0.6082157135E+002
   0.1640000000E+003   0.1240000000E+003   0.1749794579E+002   0.2298664093E+002   0.1190855789E+002   0.8056941986E+001   0.6104774857E+002
   0.1640000000E+003   0.1260000000E+003   0.1736831856E+002   0.2068722153E+002   0.1250480938E+002   0.1100364304E+002   0.6126932144E+002
   0.1640000000E+003   0.1280000000E+003   0.1717068481E+002   0.1846817970E+002   0.1312848473E+002   0.1318688774E+002   0.6146735382E+002
   0.1640000000E+003   0.1300000000E+003   0.1688986015E+002   0.1644038582E+002   0.1375399590E+002   0.1461806965E+002   0.6162134552E+002
   0.1640000000E+003   0.1320000000E+003   0.1651025391E+002   0.1472117329E+002   0.1435866356E+002   0.1536098862E+002   0.6171199036E+002
   0.1640000000E+003   0.1340000000E+003   0.1601837540E+002   0.1343494225E+002   0.1492479324E+002   0.1551625538E+002   0.6172405624E+002
   0.1640000000E+003   0.1360000000E+003   0.1540640068E+002   0.1271562862E+002   0.1543991661E+002   0.1521020889E+002   0.6164888763E+002
   0.1640000000E+003   0.1380000000E+003   0.1467518330E+002   0.1271256733E+002   0.1589634895E+002   0.1458613205E+002   0.6148585892E+002
   0.1640000000E+003   0.1400000000E+003   0.1383843899E+002   0.1359648228E+002   0.1628916740E+002   0.1379890633E+002   0.6124332047E+002
   0.1640000000E+003   0.1420000000E+003   0.1292522430E+002   0.1556343365E+002   0.1661533546E+002   0.1300906086E+002   0.6093864822E+002
   0.1640000000E+003   0.1440000000E+003   0.1198280525E+002   0.1882695770E+002   0.1687294006E+002   0.1237763405E+002   0.6059785843E+002
   0.1640000000E+003   0.1460000000E+003   0.1107615662E+002   0.2358197403E+002   0.1706216049E+002   0.1205989933E+002   0.6025379181E+002
   0.1640000000E+003   0.1480000000E+003   0.1028341961E+002   0.2991860771E+002   0.1718681526E+002   0.1219980049E+002   0.5994298935E+002
   0.1640000000E+003   0.1500000000E+003   0.9681809425E+001   0.3768641281E+002   0.1725716019E+002   0.1292252064E+002   0.5970105743E+002
   0.1640000000E+003   0.1520000000E+003   0.9324264526E+001   0.4638174057E+002   0.1729217720E+002   0.1432535362E+002   0.5955737305E+002
   0.1640000000E+003   0.1540000000E+003   0.9214273453E+001   0.5521612549E+002   0.1732101440E+002   0.1646502304E+002   0.5953036880E+002
   0.1640000000E+003   0.1560000000E+003   0.9297426224E+001   0.6339954376E+002   0.1738208580E+002   0.1934128952E+002   0.5962496948E+002
   0.1640000000E+003   0.1580000000E+003   0.9477893829E+001   0.7042837524E+002   0.1751891136E+002   0.2288114357E+002   0.5983287811E+002
   0.1640000000E+003   0.1600000000E+003   0.9647449493E+001   0.7615004730E+002   0.1777219009E+002   0.2693249702E+002   0.6013529205E+002
   0.1640000000E+003   0.1620000000E+003   0.9708186150E+001   0.8064994049E+002   0.1817059326E+002   0.3127489471E+002   0.6050722122E+002
   0.1640000000E+003   0.1640000000E+003   0.9584111214E+001   0.8411418915E+002   0.1872199821E+002   0.3565457916E+002   0.6092143250E+002
   0.1640000000E+003   0.1660000000E+003   0.9223872185E+001   0.8674029541E+002   0.1940915871E+002   0.3982910156E+002   0.6135121918E+002
   0.1640000000E+003   0.1680000000E+003   0.8600237846E+001   0.8869894409E+002   0.2019184875E+002   0.4360501099E+002   0.6177269363E+002
   0.1640000000E+003   0.1700000000E+003   0.7707632065E+001   0.8987876892E+002   0.2101273918E+002   0.4685678101E+002   0.6216492081E+002
   0.1640000000E+003   0.1720000000E+003   0.6559653759E+001   0.8890468597E+002   0.2180682182E+002   0.4951994324E+002   0.6251068497E+002
   0.1640000000E+003   0.1740000000E+003   0.5186155796E+001   0.8834414673E+002   0.2250935936E+002   0.5157569885E+002   0.6279586029E+002
   0.1640000000E+003   0.1760000000E+003   0.3630499840E+001   0.8827056885E+002   0.2306351471E+002   0.5303009415E+002   0.6300980377E+002
   0.1640000000E+003   0.1780000000E+003   0.1946570635E+001   0.8924272156E+002   0.2342512703E+002   0.5389861298E+002   0.6314499664E+002
