 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
   0.1100000000E+003   0.1300000000E+003   0.2471342278E+002   0.1030010414E+002   0.2089393425E+002   0.2164607048E+002   0.6953980255E+002
   0.1100000000E+003   0.1320000000E+003   0.2440312004E+002   0.9839647293E+001   0.2208306694E+002   0.3024300575E+002   0.6987651062E+002
   0.1100000000E+003   0.1340000000E+003   0.2433144760E+002   0.9412137032E+001   0.2423377800E+002   0.3570949173E+002   0.7072672272E+002
   0.1100000000E+003   0.1360000000E+003   0.2397189713E+002   0.9096728325E+001   0.2646237564E+002   0.3498855209E+002   0.7150630188E+002
   0.1100000000E+003   0.1380000000E+003   0.2286679840E+002   0.8698170662E+001   0.2829667091E+002   0.2885355949E+002   0.7188104248E+002
   0.1100000000E+003   0.1400000000E+003   0.2085818100E+002   0.7917098522E+001   0.2989773560E+002   0.2036540985E+002   0.7192135620E+002
   0.1100000000E+003   0.1420000000E+003   0.1817208862E+002   0.6464129925E+001   0.3109264183E+002   0.1337101269E+002   0.7167791748E+002
   0.1100000000E+003   0.1440000000E+003   0.1530627441E+002   0.4121765137E+001   0.3120182800E+002   0.1071227646E+002   0.7096585846E+002
   0.1100000000E+003   0.1460000000E+003   0.1277697563E+002   0.7735456228E+000   0.3009160423E+002   0.1365209675E+002   0.6974250031E+002
   0.1100000000E+003   0.1480000000E+003   0.1086988831E+002   0.3734495401E+001   0.2879277420E+002   0.2163177299E+002   0.6853487396E+002
   0.1100000000E+003   0.1500000000E+003   0.9553221703E+001   0.1007884502E+002   0.2850347137E+002   0.3122290993E+002   0.6806510162E+002
   0.1100000000E+003   0.1520000000E+003   0.8629376411E+001   0.1995010567E+002   0.2907306480E+002   0.3767110062E+002   0.6824057770E+002
   0.1100000000E+003   0.1540000000E+003   0.8071621895E+001   0.3548694611E+002   0.2942237663E+002   0.3874808502E+002   0.6836074066E+002
   0.1100000000E+003   0.1560000000E+003   0.8227233887E+001   0.5603628159E+002   0.2897082710E+002   0.3522513962E+002   0.6810137939E+002
   0.1100000000E+003   0.1580000000E+003   0.9280223846E+001   0.7536254120E+002   0.2778837013E+002   0.2957488251E+002   0.6754972839E+002
   0.1100000000E+003   0.1600000000E+003   0.1054858494E+002   0.8831555176E+002   0.2592365646E+002   0.2500386620E+002   0.6663526917E+002
   0.1100000000E+003   0.1620000000E+003   0.1092860985E+002   0.8536175537E+002   0.2332691193E+002   0.2441664886E+002   0.6497648621E+002
   0.1100000000E+003   0.1640000000E+003   0.9670491219E+001   0.8550612640E+002   0.2046127129E+002   0.2956415558E+002   0.6238679886E+002
   0.1100000000E+003   0.1660000000E+003   0.6882117271E+001   0.8350088501E+002   0.1838968277E+002   0.3937670898E+002   0.5954655075E+002
   0.1100000000E+003   0.1680000000E+003   0.4492146015E+001   0.4212115479E+002   0.1761919785E+002   0.4807254791E+002   0.5800956345E+002
   0.1100000000E+003   0.1700000000E+003   0.6184977531E+001   0.8901946068E+001   0.1747284698E+002   0.4909368134E+002   0.5839345551E+002
   0.1100000000E+003   0.1720000000E+003   0.9142561913E+001   0.2667107773E+002   0.1761960983E+002   0.4013131714E+002   0.5976445007E+002
   0.1100000000E+003   0.1740000000E+003   0.1039595985E+002   0.3300796890E+002   0.1896782303E+002   0.2445948219E+002   0.6148157120E+002
   0.1100000000E+003   0.1760000000E+003   0.9091844559E+001   0.3573717117E+002   0.2190411186E+002   0.9901950836E+001   0.6332305527E+002
   0.1100000000E+003   0.1780000000E+003   0.5418564796E+001   0.3698416901E+002   0.2495552635E+002   0.1146438122E+001   0.6480258179E+002
   0.1100000000E+003   0.1800000000E+003   0.3196088970E+000   0.4057847595E+002   0.2623937035E+002   0.1709869266E+001   0.6534670258E+002
   0.1120000000E+003   0.0000000000E+000   0.3456553817E+000   0.7812296295E+002   0.2607547569E+002   0.2983302116E+001   0.6522166443E+002
   0.1120000000E+003   0.2000000000E+001   0.5242430210E+001   0.3626621246E+002   0.2470650101E+002   0.5107443810E+001   0.6458172607E+002
   0.1120000000E+003   0.4000000000E+001   0.9330626488E+001   0.3641099167E+002   0.2172721481E+002   0.1213164997E+002   0.6326386261E+002
   0.1120000000E+003   0.6000000000E+001   0.1098459625E+002   0.3439033127E+002   0.1863613701E+002   0.2384276962E+002   0.6148397446E+002
   0.1120000000E+003   0.8000000000E+001   0.9949324608E+001   0.2906789970E+002   0.1670411682E+002   0.3676089859E+002   0.5934938049E+002
   0.1120000000E+003   0.1000000000E+002   0.6982250214E+001   0.1436246014E+002   0.1594640923E+002   0.4442313766E+002   0.5713864136E+002
   0.1120000000E+003   0.1200000000E+002   0.4673427582E+001   0.2990999603E+002   0.1590040398E+002   0.4328623581E+002   0.5615547562E+002
   0.1120000000E+003   0.1400000000E+002   0.6535797596E+001   0.7678665924E+002   0.1682875633E+002   0.3574241638E+002   0.5786663055E+002
   0.1120000000E+003   0.1600000000E+002   0.9462993622E+001   0.8924723053E+002   0.1899349785E+002   0.2834072495E+002   0.6109916687E+002
   0.1120000000E+003   0.1800000000E+002   0.1108465576E+002   0.8786053467E+002   0.2174790382E+002   0.2578799629E+002   0.6389973450E+002
   0.1120000000E+003   0.2000000000E+002   0.1114965439E+002   0.8721511841E+002   0.2427769089E+002   0.2843426132E+002   0.6570492554E+002
   0.1120000000E+003   0.2200000000E+002   0.1026248646E+002   0.7711102295E+002   0.2632426643E+002   0.3426103973E+002   0.6682466125E+002
   0.1120000000E+003   0.2400000000E+002   0.9305441856E+001   0.6283382416E+002   0.2787211227E+002   0.4024728012E+002   0.6760931396E+002
   0.1120000000E+003   0.2600000000E+002   0.8866238594E+001   0.4753593826E+002   0.2867699051E+002   0.4339244080E+002   0.6803482819E+002
   0.1120000000E+003   0.2800000000E+002   0.9005578041E+001   0.3482115555E+002   0.2858681870E+002   0.4164405441E+002   0.6800511169E+002
   0.1120000000E+003   0.3000000000E+002   0.9631405830E+001   0.2546069717E+002   0.2822772980E+002   0.3459569168E+002   0.6790736389E+002
   0.1120000000E+003   0.3200000000E+002   0.1082754803E+002   0.1814800835E+002   0.2871127319E+002   0.2468718147E+002   0.6847551727E+002
   0.1120000000E+003   0.3400000000E+002   0.1275534439E+002   0.1186553478E+002   0.3017772484E+002   0.1660841560E+002   0.6978581238E+002
   0.1120000000E+003   0.3600000000E+002   0.1540078545E+002   0.6622057438E+001   0.3145731735E+002   0.1353648090E+002   0.7112120819E+002
   0.1120000000E+003   0.3800000000E+002   0.1843133926E+002   0.2727459192E+001   0.3153849411E+002   0.1583065128E+002   0.7196230316E+002
   0.1120000000E+003   0.4000000000E+002   0.2128160286E+002   0.2001033127E+000   0.3048334885E+002   0.2214277840E+002   0.7231388855E+002
   0.1120000000E+003   0.4200000000E+002   0.2341276741E+002   0.1223315001E+001   0.2887127686E+002   0.2976996613E+002   0.7231076050E+002
   0.1120000000E+003   0.4400000000E+002   0.2457531166E+002   0.1927820206E+001   0.2689703369E+002   0.3518082428E+002   0.7190974426E+002
   0.1120000000E+003   0.4600000000E+002   0.2492416954E+002   0.2320729017E+001   0.2452027321E+002   0.3547826385E+002   0.7108618927E+002
   0.1120000000E+003   0.4800000000E+002   0.2493387222E+002   0.2724822998E+001   0.2228136635E+002   0.2980180168E+002   0.7019437408E+002
   0.1120000000E+003   0.5000000000E+002   0.2516852188E+002   0.3200434446E+001   0.2105886269E+002   0.2097064590E+002   0.6981870270E+002
   0.1120000000E+003   0.5200000000E+002   0.2601689148E+002   0.3424762011E+001   0.2074772835E+002   0.1478374290E+002   0.7009722137E+002
   0.1120000000E+003   0.5400000000E+002   0.2752231026E+002   0.2869682312E+001   0.2033574677E+002   0.1509303570E+002   0.7065630341E+002
   0.1120000000E+003   0.5600000000E+002   0.2939703178E+002   0.1165295124E+001   0.1934726143E+002   0.2208582306E+002   0.7121657562E+002
   0.1120000000E+003   0.5800000000E+002   0.3119167900E+002   0.1730583906E+001   0.1805528641E+002   0.3326462173E+002   0.7169284058E+002
   0.1120000000E+003   0.6000000000E+002   0.3250182343E+002   0.5615684509E+001   0.1644305420E+002   0.4425095749E+002   0.7190482330E+002
   0.1120000000E+003   0.6200000000E+002   0.3310505295E+002   0.1016780376E+002   0.1385444736E+002   0.5084162140E+002   0.7160760498E+002
   0.1120000000E+003   0.6400000000E+002   0.3299250031E+002   0.1500868893E+002   0.9980298996E+001   0.4880301285E+002   0.7080120850E+002
   0.1120000000E+003   0.6600000000E+002   0.3231740570E+002   0.1973169327E+002   0.6027860165E+001   0.2632329941E+002   0.6985410309E+002
   0.1120000000E+003   0.6800000000E+002   0.3130866051E+002   0.2393328285E+002   0.5457434654E+001   0.2393215179E+002   0.6917721558E+002
   0.1120000000E+003   0.7000000000E+002   0.3019131279E+002   0.2726388550E+002   0.7442454338E+001   0.4913410950E+002   0.6874100494E+002
   0.1120000000E+003   0.7200000000E+002   0.2913078117E+002   0.2948471832E+002   0.8111721039E+001   0.5534991837E+002   0.6818270874E+002
   0.1120000000E+003   0.7400000000E+002   0.2820645714E+002   0.3049893188E+002   0.6657709599E+001   0.5328845596E+002   0.6733317566E+002
   0.1120000000E+003   0.7600000000E+002   0.2741478539E+002   0.3033864212E+002   0.3812640905E+001   0.3847750473E+002   0.6641321564E+002
   0.1120000000E+003   0.7800000000E+002   0.2670120811E+002   0.2911950874E+002   0.2123600960E+001   0.3100783539E+002   0.6575723267E+002
   0.1120000000E+003   0.8000000000E+002   0.2601053429E+002   0.2701014519E+002   0.4063717365E+001   0.7950723267E+002   0.6541119385E+002
   0.1120000000E+003   0.8200000000E+002   0.2533130836E+002   0.2424841309E+002   0.5638637066E+001   0.8946840668E+002   0.6512442780E+002
   0.1120000000E+003   0.8400000000E+002   0.2470711899E+002   0.2119524765E+002   0.5814839840E+001   0.8542601013E+002   0.6468093109E+002
   0.1120000000E+003   0.8600000000E+002   0.2420954895E+002   0.1836073303E+002   0.4659482956E+001   0.8368611145E+002   0.6409867096E+002
   0.1120000000E+003   0.8800000000E+002   0.2389810181E+002   0.1632965660E+002   0.2545901537E+001   0.8336442566E+002   0.6358883286E+002
   0.1120000000E+003   0.9000000000E+002   0.2380109024E+002   0.1558275318E+002   0.7250237465E-001   0.3693792343E+002   0.6339472198E+002
   0.1120000000E+003   0.9200000000E+002   0.2392434120E+002   0.1630860710E+002   0.2637573242E+001   0.8125497437E+002   0.6361873627E+002
   0.1120000000E+003   0.9400000000E+002   0.2426084709E+002   0.1832464218E+002   0.4719248772E+001   0.8274675751E+002   0.6414868164E+002
   0.1120000000E+003   0.9600000000E+002   0.2478236580E+002   0.2115627289E+002   0.5822124958E+001   0.8488212585E+002   0.6473987579E+002
   0.1120000000E+003   0.9800000000E+002   0.2543115425E+002   0.2422377968E+002   0.5574748516E+001   0.8908995819E+002   0.6518884277E+002
   0.1120000000E+003   0.1000000000E+003   0.2613854599E+002   0.2701776505E+002   0.3913863659E+001   0.7962918091E+002   0.6548995209E+002
   0.1120000000E+003   0.1020000000E+003   0.2686341095E+002   0.2917308426E+002   0.1962758660E+001   0.2604129791E+002   0.6586854553E+002
   0.1120000000E+003   0.1040000000E+003   0.2761766434E+002   0.3044363022E+002   0.3944205284E+001   0.4285113907E+002   0.6657102203E+002
   0.1120000000E+003   0.1060000000E+003   0.2845450401E+002   0.3065228653E+002   0.6881070137E+001   0.5597490692E+002   0.6753446960E+002
   0.1120000000E+003   0.1080000000E+003   0.2942443085E+002   0.2967703056E+002   0.8356034279E+001   0.5769684601E+002   0.6841210175E+002
   0.1120000000E+003   0.1100000000E+003   0.3052646637E+002   0.2748568153E+002   0.7653752327E+001   0.5173043823E+002   0.6898154449E+002
   0.1120000000E+003   0.1120000000E+003   0.3167738342E+002   0.2418105698E+002   0.5541454792E+001   0.2750947380E+002   0.6941349030E+002
   0.1120000000E+003   0.1140000000E+003   0.3270955658E+002   0.2001310158E+002   0.5910342216E+001   0.2370173264E+002   0.7007462311E+002
   0.1120000000E+003   0.1160000000E+003   0.3339723206E+002   0.1534412575E+002   0.9859945297E+001   0.4745055771E+002   0.7100516510E+002
   0.1120000000E+003   0.1180000000E+003   0.3351110840E+002   0.1059067535E+002   0.1380308819E+002   0.4983269119E+002   0.7180465698E+002
   0.1120000000E+003   0.1200000000E+003   0.3289823532E+002   0.6169910431E+001   0.1647285080E+002   0.4349267197E+002   0.7210559082E+002
   0.1120000000E+003   0.1220000000E+003   0.3156885147E+002   0.2463784456E+001   0.1814812469E+002   0.3286980057E+002   0.7189881897E+002
   0.1120000000E+003   0.1240000000E+003   0.2974892616E+002   0.2163647562E+000   0.1945734596E+002   0.2217028999E+002   0.7141709900E+002
   0.1120000000E+003   0.1260000000E+003   0.2784642982E+002   0.1703855991E+001   0.2042998505E+002   0.1570049953E+002   0.7084065247E+002
   0.1120000000E+003   0.1280000000E+003   0.2631027794E+002   0.2103258610E+001   0.2085373878E+002   0.1592319489E+002   0.7027411652E+002
   0.1120000000E+003   0.1300000000E+003   0.2542074394E+002   0.1847857952E+001   0.2126035500E+002   0.2254306221E+002   0.7001442719E+002
   0.1120000000E+003   0.1320000000E+003   0.2512392807E+002   0.1485140920E+001   0.2262445641E+002   0.3150616646E+002   0.7041479492E+002
   0.1120000000E+003   0.1340000000E+003   0.2502915764E+002   0.1299874544E+001   0.2492013168E+002   0.3707988358E+002   0.7128874207E+002
   0.1120000000E+003   0.1360000000E+003   0.2458233070E+002   0.1169897676E+001   0.2718402100E+002   0.3664334106E+002   0.7202856445E+002
   0.1120000000E+003   0.1380000000E+003   0.2332599449E+002   0.7188720107E+000   0.2889389610E+002   0.3103319931E+002   0.7229084778E+002
   0.1120000000E+003   0.1400000000E+003   0.2112236786E+002   0.4969254136E+000   0.3019429588E+002   0.2304545403E+002   0.7213658142E+002
   0.1120000000E+003   0.1420000000E+003   0.1823324776E+002   0.2887372494E+001   0.3101417732E+002   0.1627276993E+002   0.7165748596E+002
   0.1120000000E+003   0.1440000000E+003   0.1520232201E+002   0.6727117538E+001   0.3082700920E+002   0.1358666801E+002   0.7074468231E+002
   0.1120000000E+003   0.1460000000E+003   0.1259070301E+002   0.1197480583E+002   0.2955296898E+002   0.1643545914E+002   0.6939160156E+002
   0.1120000000E+003   0.1480000000E+003   0.1071562481E+002   0.1824639702E+002   0.2816925812E+002   0.2444348335E+002   0.6811609650E+002
   0.1120000000E+003   0.1500000000E+003   0.9568630219E+001   0.2546185493E+002   0.2781198120E+002   0.3431118393E+002   0.6762805176E+002
   0.1120000000E+003   0.1520000000E+003   0.8967752457E+001   0.3466563797E+002   0.2830061913E+002   0.4125751114E+002   0.6781449890E+002
   0.1120000000E+003   0.1540000000E+003   0.8821713448E+001   0.4731347275E+002   0.2849986649E+002   0.4287554932E+002   0.6791294861E+002
   0.1120000000E+003   0.1560000000E+003   0.9242532730E+001   0.6279942703E+002   0.2778050995E+002   0.3962493896E+002   0.6753649139E+002
   0.1120000000E+003   0.1580000000E+003   0.1021035576E+002   0.7744966888E+002   0.2629882622E+002   0.3357556152E+002   0.6679447937E+002
   0.1120000000E+003   0.1600000000E+003   0.1115587902E+002   0.8791159821E+002   0.2430888557E+002   0.2772236443E+002   0.6572808075E+002
   0.1120000000E+003   0.1620000000E+003   0.1117833614E+002   0.8683350372E+002   0.2184225655E+002   0.2507682228E+002   0.6400322723E+002
   0.1120000000E+003   0.1640000000E+003   0.9632414818E+001   0.8771364594E+002   0.1917336655E+002   0.2763771439E+002   0.6132098770E+002
   0.1120000000E+003   0.1660000000E+003   0.6694170952E+001   0.7962855530E+002   0.1712301636E+002   0.3499820328E+002   0.5823074341E+002
   0.1120000000E+003   0.1680000000E+003   0.4563304901E+001   0.3424220276E+002   0.1632838249E+002   0.4245108414E+002   0.5661013794E+002
   0.1120000000E+003   0.1700000000E+003   0.6718686581E+001   0.1325977325E+002   0.1650684738E+002   0.4367332077E+002   0.5760845566E+002
   0.1120000000E+003   0.1720000000E+003   0.9797512054E+001   0.2903085899E+002   0.1734541321E+002   0.3647837067E+002   0.5983570099E+002
   0.1120000000E+003   0.1740000000E+003   0.1102699661E+002   0.3476724625E+002   0.1922317886E+002   0.2414609909E+002   0.6196699142E+002
   0.1120000000E+003   0.1760000000E+003   0.9593034744E+001   0.3725384903E+002   0.2212021065E+002   0.1263702488E+002   0.6365318680E+002
   0.1120000000E+003   0.1780000000E+003   0.5703525543E+001   0.3835580063E+002   0.2484465599E+002   0.5433714867E+001   0.6476644897E+002
   0.1120000000E+003   0.1800000000E+003   0.3375465572E+000   0.4007650375E+002   0.2595215797E+002   0.2992483616E+001   0.6512678528E+002
   0.1140000000E+003   0.0000000000E+000   0.3527803719E+000   0.7659963989E+002   0.2573562813E+002   0.8539804459E+001   0.6495940399E+002
   0.1140000000E+003   0.2000000000E+001   0.5318089485E+001   0.3747160721E+002   0.2454804420E+002   0.1019082832E+002   0.6447129059E+002
   0.1140000000E+003   0.4000000000E+001   0.9502325058E+001   0.3761402130E+002   0.2192758179E+002   0.1545138550E+002   0.6347587204E+002
   0.1140000000E+003   0.6000000000E+001   0.1126052666E+002   0.3572278214E+002   0.1896384239E+002   0.2372764778E+002   0.6187086487E+002
   0.1140000000E+003   0.8000000000E+001   0.1033306313E+002   0.3081741333E+002   0.1664094734E+002   0.3243168640E+002   0.5949843597E+002
   0.1140000000E+003   0.1000000000E+002   0.7428307533E+001   0.1771620369E+002   0.1528244305E+002   0.3716230392E+002   0.5665501404E+002
   0.1140000000E+003   0.1200000000E+002   0.4837756634E+001   0.2137940407E+002   0.1492680645E+002   0.3530710220E+002   0.5506198883E+002
   0.1140000000E+003   0.1400000000E+002   0.6163030624E+001   0.7050038147E+002   0.1580660820E+002   0.2939663124E+002   0.5662376404E+002
   0.1140000000E+003   0.1600000000E+002   0.9017707825E+001   0.8701302338E+002   0.1780550385E+002   0.2514069748E+002   0.5987343597E+002
   0.1140000000E+003   0.1800000000E+002   0.1083029079E+002   0.8948955536E+002   0.2023448563E+002   0.2578953934E+002   0.6266687393E+002
   0.1140000000E+003   0.2000000000E+002   0.1125820827E+002   0.8571277618E+002   0.2256130600E+002   0.3098146820E+002   0.6454820251E+002
   0.1140000000E+003   0.2200000000E+002   0.1078944969E+002   0.7783074951E+002   0.2469191551E+002   0.3837932205E+002   0.6587691498E+002
   0.1140000000E+003   0.2400000000E+002   0.1011878490E+002   0.6752452850E+002   0.2648753929E+002   0.4487368774E+002   0.6689573669E+002
   0.1140000000E+003   0.2600000000E+002   0.9706271172E+001   0.5718690109E+002   0.2749390602E+002   0.4778470612E+002   0.6745384979E+002
   0.1140000000E+003   0.2800000000E+002   0.9687491417E+001   0.4858214569E+002   0.2749421692E+002   0.4550539017E+002   0.6744976807E+002
   0.1140000000E+003   0.3000000000E+002   0.1011316776E+002   0.4140138626E+002   0.2717620850E+002   0.3791973114E+002   0.6734381104E+002
   0.1140000000E+003   0.3200000000E+002   0.1112203121E+002   0.3420966721E+002   0.2771051598E+002   0.2765663147E+002   0.6792986298E+002
   0.1140000000E+003   0.3400000000E+002   0.1289283276E+002   0.2651986313E+002   0.2926521683E+002   0.1948946762E+002   0.6930180359E+002
   0.1140000000E+003   0.3600000000E+002   0.1545136642E+002   0.1931925583E+002   0.3072314262E+002   0.1649131393E+002   0.7075518036E+002
   0.1140000000E+003   0.3800000000E+002   0.1848991394E+002   0.1373940277E+002   0.3111969757E+002   0.1882625389E+002   0.7178021240E+002
   0.1140000000E+003   0.4000000000E+002   0.2142518616E+002   0.1011691284E+002   0.3046057320E+002   0.2495832062E+002   0.7234815979E+002
   0.1140000000E+003   0.4200000000E+002   0.2367823792E+002   0.8173449516E+001   0.2917611504E+002   0.3214716339E+002   0.7252694702E+002
   0.1140000000E+003   0.4400000000E+002   0.2495806122E+002   0.7397271633E+001   0.2735575867E+002   0.3707494736E+002   0.7223472595E+002
   0.1140000000E+003   0.4600000000E+002   0.2538463020E+002   0.7216660500E+001   0.2496478081E+002   0.3707280350E+002   0.7144896698E+002
   0.1140000000E+003   0.4800000000E+002   0.2541203880E+002   0.7097873688E+001   0.2259177399E+002   0.3120641899E+002   0.7052859497E+002
   0.1140000000E+003   0.5000000000E+002   0.2561261559E+002   0.6735486507E+001   0.2120647812E+002   0.2188424301E+002   0.7008252716E+002
   0.1140000000E+003   0.5200000000E+002   0.2642425919E+002   0.6276918411E+001   0.2083682251E+002   0.1466757488E+002   0.7032107544E+002
   0.1140000000E+003   0.5400000000E+002   0.2796307945E+002   0.6269898415E+001   0.2047415543E+002   0.1356060696E+002   0.7091014099E+002
   0.1140000000E+003   0.5600000000E+002   0.2999327278E+002   0.7262215137E+001   0.1949061394E+002   0.1893629074E+002   0.7154209137E+002
   0.1140000000E+003   0.5800000000E+002   0.3206655502E+002   0.9474249840E+001   0.1805723381E+002   0.2867024231E+002   0.7211060333E+002
   0.1140000000E+003   0.6000000000E+002   0.3373517227E+002   0.1279460239E+002   0.1627970695E+002   0.3881209564E+002   0.7246432495E+002
   0.1140000000E+003   0.6200000000E+002   0.3470912552E+002   0.1691849709E+002   0.1371119690E+002   0.4500832367E+002   0.7239014435E+002
   0.1140000000E+003   0.6400000000E+002   0.3490802383E+002   0.2145106125E+002   0.1010277271E+002   0.4256356430E+002   0.7185868835E+002
   0.1140000000E+003   0.6600000000E+002   0.3442721939E+002   0.2595941162E+002   0.6565620899E+001   0.2105215073E+002   0.7113419342E+002
   0.1140000000E+003   0.6800000000E+002   0.3346265793E+002   0.3001153755E+002   0.6023346424E+001   0.2238347435E+002   0.7052747345E+002
   0.1140000000E+003   0.7000000000E+002   0.3223763275E+002   0.3322443008E+002   0.7763018608E+001   0.4641528702E+002   0.7002637482E+002
   0.1140000000E+003   0.7200000000E+002   0.3094820404E+002   0.3531723022E+002   0.8351269722E+001   0.5281892776E+002   0.6934918213E+002
   0.1140000000E+003   0.7400000000E+002   0.2973043823E+002   0.3615394974E+002   0.6840043068E+001   0.5005905151E+002   0.6835921478E+002
   0.1140000000E+003   0.7600000000E+002   0.2864888573E+002   0.3575224686E+002   0.3929864883E+001   0.3132394981E+002   0.6728871155E+002
   0.1140000000E+003   0.7800000000E+002   0.2770850372E+002   0.3425589371E+002   0.2796726942E+001   0.4097895050E+002   0.6653614807E+002
   0.1140000000E+003   0.8000000000E+002   0.2688743973E+002   0.3189597130E+002   0.5300871849E+001   0.8010774994E+002   0.6621450806E+002
   0.1140000000E+003   0.8200000000E+002   0.2617274475E+002   0.2897780037E+002   0.7251566887E+001   0.8990338135E+002   0.6603398895E+002
   0.1140000000E+003   0.8400000000E+002   0.2557826996E+002   0.2589511108E+002   0.7537311077E+001   0.8602129364E+002   0.6566755676E+002
   0.1140000000E+003   0.8600000000E+002   0.2513499260E+002   0.2313213158E+002   0.6113496780E+001   0.8428493500E+002   0.6505997467E+002
   0.1140000000E+003   0.8800000000E+002   0.2486869621E+002   0.2119731522E+002   0.3368433237E+001   0.8385923004E+002   0.6445399475E+002
   0.1140000000E+003   0.9000000000E+002   0.2478923798E+002   0.2049027634E+002   0.9658572823E-001   0.4779622650E+002   0.6420834351E+002
   0.1140000000E+003   0.9200000000E+002   0.2489701462E+002   0.2116583252E+002   0.3512362480E+001   0.8213961792E+002   0.6449202728E+002
   0.1140000000E+003   0.9400000000E+002   0.2518945694E+002   0.2307810974E+002   0.6215155125E+001   0.8350238800E+002   0.6511948395E+002
   0.1140000000E+003   0.9600000000E+002   0.2565638351E+002   0.2583572388E+002   0.7572130203E+001   0.8556064606E+002   0.6573103333E+002
   0.1140000000E+003   0.9800000000E+002   0.2627398491E+002   0.2893535042E+002   0.7200672150E+001   0.8959980774E+002   0.6609580994E+002
   0.1140000000E+003   0.1000000000E+003   0.2701482010E+002   0.3189241219E+002   0.5154317856E+001   0.8015189362E+002   0.6628527069E+002
   0.1140000000E+003   0.1020000000E+003   0.2786774063E+002   0.3430595398E+002   0.2617219687E+001   0.3764553452E+002   0.6663720703E+002
   0.1140000000E+003   0.1040000000E+003   0.2884605598E+002   0.3585994339E+002   0.4050553322E+001   0.3555386734E+002   0.6743472290E+002
   0.1140000000E+003   0.1060000000E+003   0.2996924973E+002   0.3631264496E+002   0.7070075035E+001   0.5245410919E+002   0.6854504395E+002
   0.1140000000E+003   0.1080000000E+003   0.3122755051E+002   0.3551474380E+002   0.8603668213E+001   0.5478665924E+002   0.6955767059E+002
   0.1140000000E+003   0.1100000000E+003   0.3255158615E+002   0.3344977188E+002   0.7985687256E+001   0.4848503113E+002   0.7024094391E+002
   0.1140000000E+003   0.1120000000E+003   0.3380236816E+002   0.3026080322E+002   0.6148078442E+001   0.2508310318E+002   0.7073607635E+002
   0.1140000000E+003   0.1140000000E+003   0.3478325272E+002   0.2623947716E+002   0.6548091412E+001   0.1871558952E+002   0.7133097839E+002
   0.1140000000E+003   0.1160000000E+003   0.3527146912E+002   0.2178221321E+002   0.1007684898E+002   0.4116309357E+002   0.7204609680E+002
   0.1140000000E+003   0.1180000000E+003   0.3507278824E+002   0.1733361435E+002   0.1374285507E+002   0.4402693939E+002   0.7257684326E+002
   0.1140000000E+003   0.1200000000E+003   0.3409319687E+002   0.1333718491E+002   0.1637431526E+002   0.3817857361E+002   0.7265753937E+002
   0.1140000000E+003   0.1220000000E+003   0.3241475296E+002   0.1019068050E+002   0.1818555641E+002   0.2846151924E+002   0.7230874634E+002
   0.1140000000E+003   0.1240000000E+003   0.3032992935E+002   0.8185962677E+001   0.1960622406E+002   0.1920871353E+002   0.7173428345E+002
   0.1140000000E+003   0.1260000000E+003   0.2828667641E+002   0.7395913124E+001   0.2055726242E+002   0.1432633018E+002   0.7108847046E+002
   0.1140000000E+003   0.1280000000E+003   0.2672599983E+002   0.7538745880E+001   0.2093127441E+002   0.1592859650E+002   0.7049599457E+002
   0.1140000000E+003   0.1300000000E+003   0.2587046623E+002   0.8011832237E+001   0.2140254211E+002   0.2352248573E+002   0.7027625275E+002
   0.1140000000E+003   0.1320000000E+003   0.2559266663E+002   0.8258306503E+001   0.2292724991E+002   0.3290951538E+002   0.7073815155E+002
   0.1140000000E+003   0.1340000000E+003   0.2545740509E+002   0.8169247627E+001   0.2534588623E+002   0.3862841797E+002   0.7162779999E+002
   0.1140000000E+003   0.1360000000E+003   0.2490922546E+002   0.8105914116E+001   0.2761467361E+002   0.3846797562E+002   0.7232038879E+002
   0.1140000000E+003   0.1380000000E+003   0.2351638222E+002   0.8652707100E+001   0.2916817474E+002   0.3333510208E+002   0.7246939850E+002
   0.1140000000E+003   0.1400000000E+003   0.2117867661E+002   0.1042189884E+002   0.3014036942E+002   0.2579611015E+002   0.7213015747E+002
   0.1140000000E+003   0.1420000000E+003   0.1820106125E+002   0.1395819950E+002   0.3055880928E+002   0.1921061325E+002   0.7142922211E+002
   0.1140000000E+003   0.1440000000E+003   0.1516801071E+002   0.1955452156E+002   0.3004722786E+002   0.1647615623E+002   0.7032540131E+002
   0.1140000000E+003   0.1460000000E+003   0.1265621853E+002   0.2683079720E+002   0.2858490753E+002   0.1924044418E+002   0.6884770203E+002
   0.1140000000E+003   0.1480000000E+003   0.1095224476E+002   0.3454036331E+002   0.2710444069E+002   0.2733810806E+002   0.6750636292E+002
   0.1140000000E+003   0.1500000000E+003   0.1000286770E+002   0.4162348175E+002   0.2669246864E+002   0.3756990051E+002   0.6700171661E+002
   0.1140000000E+003   0.1520000000E+003   0.9611542702E+001   0.4864113235E+002   0.2714365768E+002   0.4504722977E+002   0.6720413208E+002
   0.1140000000E+003   0.1540000000E+003   0.9637930870E+001   0.5717913055E+002   0.2726450539E+002   0.4716759872E+002   0.6728919220E+002
   0.1140000000E+003   0.1560000000E+003   0.1004841423E+002   0.6765123749E+002   0.2636574745E+002   0.4411123657E+002   0.6679754639E+002
